Time, h	Frequency, MHz	Temperature, K
16.5	147.0	498.706380751127
16.5	147.1	497.8141997908231
16.5	147.2	495.8592050629508
16.5	147.29999999999998	493.8820653242037
16.5	147.39999999999998	493.01832363580974
16.5	147.49999999999997	493.6599980199306
16.5	147.59999999999997	495.4126499114368
16.5	147.69999999999996	497.259548887374
16.5	147.79999999999995	498.39321324068385
16.5	147.89999999999995	498.53827639609665
16.5	147.99999999999994	498.0460593405292
16.5	148.09999999999994	497.49322541707295
16.5	148.19999999999993	496.9955124954557
16.5	148.29999999999993	496.8107311006844
16.5	148.39999999999992	497.0866260821019
16.5	148.49999999999991	497.8092516542794
16.5	148.5999999999999	498.4784854345896
16.5	148.6999999999999	498.6733335113004
16.5	148.7999999999999	498.6760046973632
16.5	148.8999999999999	498.8356036864605
16.5	148.9999999999999	499.3116426125676
16.5	149.09999999999988	499.80180809757815
16.5	149.19999999999987	500.25474239997897
16.5	149.29999999999987	500.4980514752426
16.5	149.39999999999986	500.17637290779754
16.5	149.49999999999986	499.1990444690265
16.5	149.59999999999985	497.9031227101983
16.5	149.69999999999985	497.04243792369846
16.5	149.79999999999984	496.9264748862732
16.5	149.89999999999984	497.5403454128822
16.5	149.99999999999983	498.5865385776715
16.5	150.09999999999982	499.39480774994075
16.5	150.19999999999982	499.3354094611509
16.5	150.2999999999998	498.01217737186465
16.5	150.3999999999998	495.8205007686291
